id,sleep_hours,daily_exercise_mins,screen_time_hours,diet_quality_1_10,stress_level_1_10,productivity_score_1_10,mood_level_1_10
3613,6.73,124,3.61,5,5,5.54,6.56
3614,7.59,11,4.5,5,6,4.88,5.23
3615,8.04,0,5.82,4,8,3.77,4.21
3616,8.1,5,0.5,6,5,4.94,6.82
3617,5.52,18,2.72,10,6,5.6,5.45
3618,6.57,65,3.86,5,6,6.21,5.6
3619,8.79,2,4.26,9,4,6.79,6.3
3620,8.34,3,1.39,6,5,5.53,6.98
3621,4.94,24,4.65,7,8,4.35,4.19
3622,7.53,22,4.07,6,9,3.73,4.79
3623,4.03,6,7.33,3,10,1.88,2.33
3624,7.07,34,6.0,7,6,4.82,4.84
3625,9.85,3,3.46,2,6,4.95,6.36
3626,5.58,52,3.61,6,9,5.33,5.21
3627,5.75,4,6.03,6,7,4.13,4.5
3628,8.15,2,4.57,3,7,4.48,3.95
3629,4.69,8,1.26,6,6,4.44,4.93
3630,6.05,4,8.19,5,10,3.65,2.84
3631,7.89,15,2.02,6,5,5.59,4.64
3632,6.05,23,8.96,6,8,4.5,3.75
3633,6.65,14,4.86,5,4,4.35,5.57
3634,8.12,22,2.73,6,7,6.06,6.25
3635,7.63,9,0.5,8,4,5.4,6.45
3636,7.4,1,5.55,6,8,3.5,4.67
3637,6.49,73,0.9,6,6,5.86,5.66
3638,7.56,34,4.71,7,6,5.56,6.32
3639,6.81,2,7.87,10,6,5.32,4.28
3640,7.69,12,1.72,6,6,5.09,5.83
3641,6.25,20,5.48,3,7,4.34,4.47
3642,6.73,4,2.38,4,7,3.7,4.96
3643,5.52,17,6.27,7,8,3.7,4.87
3644,6.95,15,4.13,9,6,6.13,6.49
3645,5.78,5,3.96,4,8,4.36,5.11
3646,5.33,3,6.41,6,7,3.5,3.7
3647,7.39,28,5.25,6,6,6.12,5.3
3648,7.32,8,2.39,5,5,4.86,4.97
3649,8.17,6,7.57,9,5,5.68,7.24
3650,6.35,27,0.93,8,7,5.67,5.44
3651,7.61,27,4.55,7,6,5.63,5.03
3652,7.83,6,2.35,5,7,5.51,4.47
3653,7.67,41,1.03,8,5,8.07,5.28
3654,5.76,23,1.73,7,6,4.4,5.08
3655,7.22,8,3.9,5,7,4.39,4.67
3656,7.55,11,4.7,8,5,5.49,4.93
3657,7.01,26,6.12,7,7,6.52,4.83
3658,3.87,5,6.95,3,9,1.39,2.29
3659,7.24,13,4.56,4,6,4.42,5.29
3660,10.32,21,3.11,4,6,6.09,5.1
3661,6.46,16,6.08,8,8,5.75,4.29
3662,5.91,19,2.77,5,6,4.33,4.35
3663,7.56,16,0.81,7,6,6.6,6.45
3664,7.47,4,5.88,10,6,5.33,6.15
3665,8.79,11,6.65,7,8,5.02,6.01
3666,5.11,15,2.36,5,9,2.63,3.36
3667,8.1,30,7.92,5,8,5.35,5.18
3668,7.89,21,5.17,5,7,4.27,5.46
3669,6.79,11,4.87,4,6,4.21,3.67
3670,7.51,73,2.97,4,8,6.2,4.46
3671,8.54,2,6.03,5,8,4.02,3.27
3672,8.31,5,0.95,7,5,6.77,6.51
3673,5.29,8,3.32,5,8,4.71,3.39
3674,8.23,5,2.53,6,4,5.59,5.61
3675,6.9,20,1.38,7,5,5.58,5.6
3676,7.11,1,5.73,7,5,4.73,5.78
3677,7.11,4,4.68,3,8,3.82,3.46
3678,6.77,7,5.61,3,8,3.29,3.64
3679,8.79,23,3.44,5,7,6.51,6.44
3680,6.87,42,5.97,4,8,4.49,5.69
3681,5.32,32,4.15,8,7,5.78,5.67
3682,6.41,4,3.06,5,7,3.91,5.5
3683,7.27,17,2.72,9,7,6.83,6.4
3684,8.84,1,0.5,5,7,5.95,5.28
3685,7.9,7,6.33,7,6,5.65,6.13
3686,5.72,33,6.1,5,8,4.61,3.78
3687,10.73,12,9.85,7,8,5.79,5.33
3688,7.4,3,3.33,7,5,5.99,4.95
3689,8.91,12,2.67,8,5,6.87,5.72
3690,6.77,4,0.6,6,5,5.63,5.49
3691,7.8,10,5.92,8,8,5.78,5.7
3692,8.26,13,5.46,7,7,5.56,3.76
3693,8.83,9,7.1,5,5,4.1,5.16
3694,8.59,55,2.17,5,5,5.87,6.68
3695,8.31,17,5.43,7,7,4.91,6.97
3696,6.53,37,2.96,8,7,4.61,6.55
3697,6.14,29,6.69,4,7,4.38,2.99
3698,7.5,22,5.07,7,5,6.76,5.93
3699,8.4,14,0.89,3,6,3.3,4.79
3700,6.67,0,3.74,5,7,3.74,5.59
3701,8.6,19,0.5,7,4,6.32,5.42
3702,9.18,9,1.67,4,5,5.8,5.81
3703,5.63,3,1.79,9,5,5.27,6.78
3704,5.74,12,2.72,7,9,4.94,3.19
3705,6.79,27,3.47,4,7,5.39,4.22
3706,7.46,65,4.33,7,5,6.28,5.27
3707,6.21,9,4.23,4,8,4.23,4.52
3708,9.03,16,3.95,6,6,4.55,6.09
3709,7.64,38,4.66,8,5,4.46,6.96
3710,7.06,8,1.5,7,5,5.1,5.04
3711,4.85,3,4.15,6,7,4.13,4.02
3712,5.03,7,6.87,5,9,3.66,3.38
3713,7.42,46,3.67,4,7,5.06,5.15
3714,3.8,3,4.99,6,7,3.28,4.02
3715,8.52,8,4.8,7,6,5.88,4.85
3716,6.76,12,5.72,10,7,5.63,6.16
3717,11.0,38,4.57,5,4,6.59,5.12
3718,10.46,56,5.69,8,4,7.33,7.88
3719,6.73,11,5.01,7,6,4.67,3.99
3720,6.84,54,5.31,5,7,4.65,5.47
3721,8.49,4,4.88,7,6,6.94,5.22
3722,9.55,3,1.99,5,5,6.27,6.29
3723,4.54,60,1.66,6,5,4.87,5.75
3724,4.32,14,3.29,6,8,4.04,3.26
3725,6.07,4,7.1,7,6,4.41,5.87
3726,7.87,13,3.66,7,7,5.55,4.79
3727,7.75,31,4.62,5,8,5.02,5.09
3728,8.6,35,0.5,6,4,5.81,5.67
3729,5.2,40,4.39,6,8,4.72,3.14
3730,3.53,17,4.17,4,10,3.07,3.13
3731,8.29,40,0.5,5,6,5.31,6.5
3732,5.76,14,4.58,5,6,4.93,4.06
3733,3.97,19,0.7,4,7,3.27,4.26
3734,7.22,28,2.55,5,7,4.26,4.16
3735,8.19,11,5.99,6,8,5.54,5.64
3736,6.82,2,4.31,6,6,4.13,2.56
3737,6.31,9,3.1,4,5,4.83,5.45
3738,6.76,20,2.93,8,8,6.62,5.09
3739,6.44,4,3.16,7,6,5.82,4.27
3740,4.98,3,4.32,6,9,3.48,3.53
3741,5.93,7,1.6,4,7,3.68,5.67
3742,7.78,1,6.25,6,7,5.52,5.42
3743,7.48,27,1.7,6,5,5.77,5.52
3744,7.25,6,0.55,4,5,3.71,7.01
3745,5.51,3,5.98,4,10,3.74,3.91
3746,6.73,24,3.13,7,7,5.07,5.65
3747,3.73,37,4.14,5,8,3.81,4.6
3748,7.27,0,5.31,8,7,5.36,6.52
3749,9.14,5,2.56,6,5,6.06,5.49
3750,4.79,58,4.27,7,7,6.44,4.1
3751,6.12,10,5.3,7,7,5.85,4.13
3752,7.49,56,7.29,7,6,4.6,5.86
3753,8.88,6,2.98,8,4,6.71,6.55
3754,6.33,5,3.07,6,4,3.91,4.64
3755,5.96,5,5.13,3,7,4.59,2.88
3756,4.05,2,4.42,4,10,3.73,3.95
3757,7.16,45,3.73,5,5,4.79,4.84
3758,10.06,78,7.19,7,5,6.75,6.08
3759,7.42,62,0.64,5,6,6.29,5.34
3760,6.97,38,1.16,6,5,5.47,4.92
3761,7.48,38,0.66,7,6,5.52,5.38
3762,6.98,22,6.4,6,7,4.84,4.95
3763,5.78,35,5.03,2,10,4.28,3.65
3764,8.23,5,1.26,4,7,3.77,7.35
3765,7.34,10,3.75,9,4,5.5,7.82
3766,7.03,20,3.94,7,7,4.79,4.35
3767,5.54,42,0.5,1,7,5.07,3.34
3768,8.96,22,4.38,6,4,6.93,6.49
3769,8.0,37,1.64,9,5,5.99,7.18
3770,6.17,13,5.41,6,7,4.46,4.17
3771,8.5,25,1.71,6,7,6.27,6.45
3772,6.25,78,4.44,3,9,4.9,3.43
3773,5.83,3,6.59,6,7,4.32,3.91
3774,5.86,52,5.95,3,9,3.83,3.46
3775,4.34,15,5.01,4,8,4.78,2.84
3776,7.71,21,3.84,3,5,4.61,5.86
3777,4.25,42,1.0,9,5,4.41,6.04
3778,5.16,11,3.12,7,5,4.97,5.39
3779,3.89,11,3.55,9,7,4.88,4.42
3780,6.87,15,3.4,4,9,4.07,6.3
3781,6.77,0,0.93,6,6,4.11,4.08
3782,6.51,14,4.87,4,8,4.32,4.8
3783,5.44,7,1.64,4,6,3.42,5.68
3784,5.24,53,7.09,7,7,4.8,5.25
3785,7.7,2,4.3,6,7,4.62,5.31
3786,6.17,12,5.96,7,7,5.44,4.66
3787,7.47,59,5.92,4,7,3.78,5.4
3788,5.67,46,8.16,6,9,3.44,4.36
3789,7.27,24,4.36,7,6,5.49,6.95
3790,8.95,18,3.22,5,8,5.23,4.89
3791,7.88,7,3.26,6,7,4.97,4.72
3792,6.38,9,6.99,3,7,3.93,2.93
3793,7.39,2,1.36,2,7,4.2,5.29
3794,6.64,31,2.24,10,3,7.25,7.26
3795,7.01,8,4.47,6,9,4.65,5.86
3796,6.51,22,3.69,5,6,5.98,4.53
3797,6.75,9,5.94,7,8,3.96,3.82
3798,7.32,12,1.32,4,7,5.82,5.53
3799,5.51,16,3.87,6,6,4.6,5.41
3800,5.48,32,3.63,8,7,3.82,4.75
3801,4.92,5,1.86,4,8,1.92,2.86
3802,4.6,10,5.76,5,9,3.05,2.99
3803,5.17,3,3.82,4,8,4.07,3.42
3804,7.24,2,3.73,8,5,6.27,5.96
3805,5.66,19,2.35,6,7,3.99,5.12
3806,7.77,4,3.26,8,6,5.25,5.64
3807,7.05,1,1.96,8,4,6.66,7.68
3808,4.05,45,5.73,6,5,3.3,6.11
3809,7.98,15,6.07,7,7,4.75,5.79
3810,8.22,3,7.36,7,7,5.64,5.73
3811,5.51,1,4.87,7,7,3.92,4.17
3812,7.63,3,3.32,9,6,6.13,7.17
3813,5.72,13,3.06,4,8,3.7,4.1
3814,7.15,22,4.98,3,9,3.52,2.83
3815,5.1,21,4.4,4,9,2.88,3.11
3816,4.31,3,3.65,7,7,3.8,4.4
3817,6.43,20,3.48,7,5,6.97,6.37
3818,6.81,10,6.34,5,9,3.66,2.32
3819,6.4,13,3.14,6,6,5.03,5.29
3820,5.22,32,6.69,4,8,4.02,3.71
3821,6.4,8,4.36,6,8,6.41,4.22
3822,7.4,3,3.26,5,4,6.2,4.82
3823,6.93,41,2.43,9,4,5.2,7.43
3824,7.27,5,3.69,8,5,6.08,5.9
3825,5.99,7,5.01,7,6,5.37,3.01
3826,8.76,25,3.25,6,8,6.39,5.6
3827,5.24,23,5.7,8,7,3.74,5.47
3828,7.73,32,3.15,6,5,5.59,5.19
3829,8.77,4,3.75,6,6,5.22,4.26
3830,7.72,9,1.43,3,8,4.67,5.32
3831,6.7,3,5.12,6,5,4.56,4.63
3832,6.21,16,3.47,4,7,3.95,4.39
3833,8.55,7,7.16,5,7,3.82,3.44
3834,4.87,23,5.41,6,8,4.63,5.15
3835,5.54,0,4.17,4,7,3.65,2.79
3836,6.4,1,6.45,7,7,4.43,5.95
3837,8.86,11,4.81,8,5,5.93,5.91
3838,7.57,63,6.02,4,6,4.8,5.39
3839,5.55,44,2.28,6,9,5.27,5.36
3840,6.53,102,4.92,4,8,5.38,3.88
3841,6.08,11,5.01,4,9,2.29,4.27
3842,5.94,1,0.91,7,5,4.06,5.83
3843,8.47,7,7.01,7,7,3.98,4.11
3844,4.94,23,1.68,3,6,2.13,3.39
3845,9.41,3,1.4,10,3,8.05,6.42
3846,8.24,7,0.5,5,4,6.09,3.94
3847,8.64,1,4.95,6,6,6.44,5.35
3848,6.31,13,0.71,5,8,4.26,4.31
3849,6.78,5,2.97,5,8,5.09,3.95
3850,4.85,2,5.68,9,9,4.83,4.05
3851,6.21,11,4.38,9,7,3.92,4.29
3852,7.74,9,2.75,3,7,5.21,4.41
3853,8.94,15,0.82,5,4,5.53,6.43
3854,5.34,28,3.78,10,6,5.98,6.22
3855,6.45,2,5.71,5,7,3.86,2.99
3856,6.77,31,5.4,7,7,4.05,5.93
3857,4.91,1,7.57,8,6,4.7,5.56
3858,7.89,12,2.69,8,5,7.16,8.15
3859,5.91,18,1.37,1,8,2.52,2.64
3860,6.71,63,4.62,7,8,5.57,6.03
3861,6.32,17,4.42,9,5,6.59,7.24
3862,5.82,3,3.99,6,8,2.45,4.9
3863,6.99,15,2.51,4,8,3.65,6.87
3864,6.68,10,0.5,4,6,4.62,4.4
3865,6.44,13,1.99,6,7,4.51,4.58
3866,5.91,4,5.11,7,7,4.15,3.33
3867,7.48,14,4.57,10,5,5.37,6.56
3868,9.48,3,5.93,5,7,5.22,5.39
3869,7.21,27,4.69,7,9,4.39,5.48
3870,8.49,18,5.47,3,8,3.51,4.9
3871,4.91,2,5.53,3,9,2.11,2.85
3872,7.24,44,4.04,5,8,5.8,5.21
3873,5.35,19,4.05,7,5,4.34,4.84
3874,4.78,8,0.5,6,6,4.83,5.02
3875,5.89,1,2.69,6,7,4.06,3.52
3876,8.79,20,2.77,6,4,4.8,5.56
3877,8.43,9,3.78,6,5,4.99,5.99
3878,7.36,48,2.14,5,4,5.23,6.22
3879,4.7,1,5.88,4,7,3.42,3.32
3880,6.71,1,2.24,3,7,4.12,3.74
3881,7.45,60,6.2,8,5,5.26,6.13
3882,7.26,67,2.08,5,7,6.41,4.7
3883,4.23,1,2.79,6,8,4.86,3.74
3884,5.66,25,2.64,8,6,5.35,6.33
3885,6.9,5,3.01,6,6,5.18,5.01
3886,7.8,24,6.36,8,7,4.98,5.63
3887,3.71,41,3.35,4,9,2.32,3.21
3888,6.76,2,3.4,9,6,5.56,7.37
3889,7.21,5,2.52,6,6,4.8,5.93
3890,8.27,0,3.48,6,6,6.45,6.18
3891,8.04,1,4.43,6,8,6.65,5.56
3892,7.87,1,3.57,7,7,4.7,5.99
3893,5.8,32,3.7,6,6,4.95,5.63
3894,4.14,7,6.03,1,10,2.74,3.44
3895,6.41,14,4.55,5,7,4.74,4.66
3896,8.5,31,1.7,7,8,6.12,6.18
3897,9.09,14,3.83,4,6,6.12,6.39
3898,8.07,11,2.92,5,7,6.02,5.25
3899,7.64,0,5.04,5,10,4.48,5.24
3900,7.57,17,4.21,9,6,7.58,5.98
3901,6.17,3,6.26,7,5,5.48,3.95
3902,6.8,29,2.52,7,7,4.83,4.44
3903,9.5,6,3.62,4,6,5.96,6.74
3904,5.59,22,1.87,5,6,4.05,6.87
3905,9.42,21,3.92,8,7,6.34,6.56
3906,6.52,19,0.93,7,4,6.25,5.32
3907,8.99,6,4.64,3,8,4.05,4.86
3908,4.89,6,3.89,9,6,5.6,4.74
3909,7.88,40,4.31,4,5,5.36,6.81
3910,5.89,0,5.58,7,8,3.55,4.0
3911,4.88,4,4.45,10,4,4.19,4.7
3912,7.33,19,1.45,5,6,3.85,5.27
3913,8.51,34,2.89,6,4,5.82,6.71
3914,5.73,9,3.84,5,7,3.76,4.24
3915,4.75,21,3.34,6,8,5.38,5.4
3916,6.86,16,3.59,9,6,5.64,6.12
3917,6.87,1,7.24,6,8,3.89,4.26
3918,7.82,19,4.2,5,8,4.95,7.08
3919,8.42,34,4.76,8,5,6.33,6.82
3920,6.91,98,0.5,4,6,5.25,4.95
3921,9.78,1,5.49,6,6,5.67,5.03
3922,7.34,22,9.7,5,7,4.26,3.67
3923,6.48,11,6.69,6,8,4.03,2.16
3924,4.58,0,3.12,4,8,3.05,4.44
3925,6.61,19,8.56,3,10,3.75,3.32
3926,6.5,3,4.05,2,8,3.03,4.05
3927,8.44,10,4.61,5,7,3.94,5.32
3928,7.69,6,3.47,6,7,4.96,3.28
3929,5.23,9,3.41,7,4,4.89,4.89
3930,7.26,14,0.5,4,5,4.47,4.84
3931,8.01,9,5.57,6,6,6.93,6.51
3932,9.29,16,3.41,7,5,6.73,7.17
3933,8.33,5,3.62,7,7,5.33,5.59
3934,8.14,20,4.55,6,7,4.75,5.41
3935,7.09,38,3.17,2,8,3.17,3.4
3936,7.58,5,4.53,6,8,3.95,4.26
3937,8.87,14,6.41,6,8,4.97,4.8
3938,5.0,21,4.81,7,6,5.26,4.63
3939,6.48,17,3.69,8,7,5.9,5.59
3940,5.84,9,3.75,6,7,4.71,4.38
3941,7.57,21,4.4,5,6,5.5,5.36
3942,8.85,1,2.34,6,5,5.89,5.52
3943,6.1,9,4.42,6,6,5.07,5.34
3944,3.41,15,5.37,7,8,3.75,5.52
3945,6.38,0,4.18,7,6,4.38,6.12
3946,8.37,14,3.15,6,7,5.34,4.71
3947,7.81,21,3.43,7,8,4.95,5.12
3948,7.64,28,5.3,6,6,5.51,6.44
3949,6.58,2,1.8,3,6,3.4,2.81
3950,5.08,93,2.37,4,8,4.64,4.23
3951,7.77,19,0.79,2,8,5.44,4.24
3952,5.75,9,4.07,9,6,6.77,5.36
3953,10.28,6,5.72,8,3,7.43,6.87
3954,7.86,17,6.66,8,5,6.66,6.3
3955,6.13,43,7.1,6,8,3.96,4.75
3956,6.08,15,2.62,8,5,5.05,4.99
3957,6.86,22,4.5,8,5,5.96,7.28
3958,6.64,9,3.2,3,10,5.06,3.64
3959,8.68,10,7.3,5,6,6.11,5.49
3960,7.28,7,6.61,7,8,4.13,4.84
3961,5.9,24,4.34,5,8,4.4,4.34
3962,9.84,9,2.76,5,6,6.33,5.23
3963,7.07,4,0.5,7,6,6.45,4.58
3964,8.15,9,1.13,5,5,5.24,6.03
3965,6.09,38,0.5,10,4,6.42,5.97
3966,7.54,27,1.11,9,5,6.62,6.4
3967,7.47,8,7.76,6,5,4.15,6.6
3968,4.17,47,1.41,8,8,4.84,6.05
3969,10.02,2,1.88,6,5,6.58,5.68
3970,8.94,1,2.16,5,5,5.24,5.97
3971,6.4,3,9.2,10,8,6.37,4.35
3972,5.35,2,3.88,7,7,4.87,5.72
3973,7.52,2,5.99,4,7,3.29,4.46
3974,7.13,22,4.35,7,7,4.84,6.37
3975,7.53,18,0.5,9,2,5.36,7.18
3976,7.29,21,7.07,6,8,4.59,4.56
3977,7.76,23,4.8,6,8,4.36,4.98
3978,9.17,28,3.76,5,5,5.79,5.53
3979,7.85,5,7.52,7,5,5.17,5.93
3980,5.43,19,3.31,4,8,4.16,3.25
3981,9.04,17,3.71,5,5,6.62,5.71
3982,9.46,58,3.31,5,8,6.74,5.97
3983,11.0,5,6.15,6,5,7.34,5.13
3984,5.31,1,5.63,8,7,4.53,3.95
3985,7.36,21,4.56,6,7,4.83,3.83
3986,3.88,27,1.9,7,5,4.16,4.52
3987,7.83,7,3.26,5,6,4.56,5.04
3988,6.18,17,1.9,7,7,5.37,5.8
3989,9.89,1,6.32,8,5,5.32,5.89
3990,5.84,64,0.85,6,5,5.29,4.43
3991,4.47,2,7.19,7,7,3.07,3.75
3992,6.29,1,6.58,5,6,4.25,4.66
3993,4.04,1,2.16,7,7,3.46,5.71
3994,8.13,11,3.17,1,9,2.77,3.78
3995,3.9,2,2.58,3,8,2.91,2.1
3996,7.04,27,4.86,7,7,4.12,5.74
3997,3.88,46,6.82,3,8,3.37,3.17
3998,6.52,6,6.37,5,10,3.48,4.03
3999,9.47,20,3.13,9,5,6.88,6.03
4000,7.54,1,6.51,8,6,4.03,5.99
4001,5.7,10,6.34,10,5,6.49,5.48
4002,6.95,7,3.62,6,6,4.12,4.71
4003,7.03,5,3.98,6,7,6.09,5.69
4004,7.71,21,7.08,6,8,4.53,5.51
4005,4.95,3,6.12,4,6,4.54,2.72
4006,7.89,39,6.45,6,8,5.83,6.51
4007,3.0,22,9.17,4,10,2.14,3.34
4008,6.06,25,5.09,8,5,5.9,4.91
4009,6.27,55,4.65,7,4,5.48,4.01
4010,7.95,57,6.72,4,7,4.81,5.27
4011,7.03,16,7.98,5,8,4.8,4.63
4012,4.89,14,2.78,7,6,3.57,4.06
4013,5.52,8,3.6,6,8,3.83,5.86
4014,7.3,25,1.96,4,9,4.82,4.42
4015,6.88,15,4.69,6,6,5.6,5.05
4016,6.13,54,5.78,7,6,5.44,5.69
4017,6.28,5,2.1,7,8,4.33,5.99
4018,8.04,7,6.27,9,5,6.33,6.56
4019,6.22,8,3.09,6,7,4.4,4.83
4020,6.87,33,2.93,4,6,6.35,3.57
4021,10.25,2,6.26,4,8,5.13,5.15
4022,4.86,12,2.75,8,5,3.85,6.29
4023,4.22,11,1.19,9,6,4.71,4.71
4024,8.18,2,5.49,6,7,4.38,5.34
4025,5.98,11,3.74,7,6,3.93,2.6
4026,6.52,14,6.4,6,7,3.71,5.89
4027,5.83,1,5.67,5,10,3.5,3.68
4028,6.61,14,0.5,3,8,3.53,3.95
4029,9.4,64,6.63,7,5,6.72,7.1
4030,8.2,77,7.8,9,4,7.03,7.28
4031,8.29,15,6.07,6,8,4.87,5.58
4032,4.88,14,6.15,5,7,3.8,2.95
4033,5.27,7,3.5,5,7,5.36,5.19
4034,3.0,117,3.05,7,7,6.17,5.9
4035,5.79,6,4.42,8,7,5.02,5.4
4036,8.44,12,5.84,7,4,5.97,7.31
4037,7.78,0,5.79,3,7,4.48,4.19
4038,6.67,9,3.12,9,5,6.09,5.69
4039,6.97,1,2.92,7,6,5.49,5.61
4040,5.97,27,1.02,6,7,3.79,5.95
4041,7.31,16,5.29,5,7,4.71,4.45
4042,8.15,17,3.22,5,7,5.63,4.8
4043,4.58,7,3.4,8,6,4.57,4.05
4044,7.45,34,7.46,2,10,3.0,3.59
4045,8.4,0,5.2,7,6,5.39,5.9
4046,6.38,8,4.65,7,7,4.88,4.2
4047,8.05,22,5.66,6,7,4.19,3.75
4048,11.0,48,6.84,4,7,5.43,5.63
4049,6.84,5,0.77,3,8,4.6,4.28
4050,7.59,16,2.87,10,4,6.85,8.26
4051,5.89,15,3.54,6,8,4.66,5.21
4052,7.27,41,2.04,9,6,7.39,8.44
4053,7.69,1,3.47,8,6,5.74,5.51
4054,7.29,11,0.9,6,6,5.4,5.78
4055,5.47,4,5.84,6,6,5.14,4.35
4056,7.31,0,2.96,8,5,5.66,7.94
4057,9.19,3,4.4,8,3,6.8,7.22
4058,7.67,75,4.1,7,5,4.97,4.44
4059,8.44,5,5.11,8,5,6.3,5.71
4060,6.64,55,0.5,8,3,6.24,5.35
4061,8.12,5,4.9,7,6,5.4,6.76
4062,7.42,54,3.45,5,8,6.19,4.49
4063,5.57,21,4.81,7,7,4.98,5.21
4064,7.48,2,1.64,5,6,5.24,4.92
4065,5.51,17,4.83,5,7,3.8,3.89
4066,6.05,8,6.6,7,8,4.33,3.91
4067,7.28,10,4.38,6,5,6.15,4.91
4068,7.45,12,2.57,8,3,6.45,6.37
4069,5.22,11,2.65,5,9,5.08,3.68
4070,8.58,22,5.15,2,9,3.51,4.55
4071,7.86,29,5.14,8,4,5.05,4.95
4072,5.94,8,4.71,6,5,4.53,3.64
4073,4.69,52,3.92,6,7,5.28,5.21
4074,6.78,56,4.41,5,7,5.18,4.18
4075,6.33,1,3.87,3,9,2.63,2.29
4076,7.17,0,3.24,5,6,4.37,5.06
4077,6.46,11,5.51,7,8,5.13,4.77
4078,3.99,18,4.62,6,8,4.52,4.59
4079,6.42,7,6.58,5,9,3.43,1.96
4080,6.54,6,6.23,3,8,4.56,2.25
4081,7.95,23,4.55,9,4,6.89,7.08
4082,5.95,18,5.19,6,7,4.02,5.08
4083,9.52,4,2.09,10,4,8.43,8.09
4084,4.13,43,3.84,7,8,4.05,5.01
4085,8.97,23,4.69,9,5,6.31,6.93
4086,6.66,9,0.83,5,5,5.57,4.51
4087,8.29,23,4.86,3,7,4.39,3.08
4088,7.12,2,2.08,6,5,6.3,6.89
4089,8.71,13,2.3,7,4,6.99,5.57
4090,6.42,4,2.94,7,7,5.21,6.06
4091,5.35,1,3.94,7,6,5.22,4.29
4092,9.13,8,1.34,10,3,6.84,7.34
4093,6.83,3,5.71,7,7,4.59,4.41
4094,7.33,20,4.35,5,6,3.94,5.05
4095,8.85,22,7.85,6,6,5.69,6.02
4096,5.45,3,4.6,5,10,5.16,2.32
4097,7.89,0,5.14,7,6,4.9,5.97
4098,6.12,31,2.29,8,6,4.2,7.04
4099,6.8,0,1.64,9,8,5.98,6.18
4100,7.11,8,5.24,5,7,4.76,5.29
4101,4.75,14,1.81,6,7,4.73,4.26
4102,5.83,34,5.28,5,8,4.02,3.9
4103,9.03,36,7.41,8,5,5.04,6.76
4104,8.33,26,5.89,4,7,4.13,4.0
4105,6.91,6,5.14,5,7,3.05,4.34
4106,7.36,25,4.54,1,7,4.5,2.36
4107,6.56,6,3.23,4,8,4.5,3.21
4108,9.03,5,3.77,5,4,5.37,6.66
4109,6.7,16,2.87,5,7,3.85,2.71
4110,7.35,23,1.37,4,6,4.7,5.51
4111,8.72,1,4.07,4,5,3.81,6.76
4112,5.83,1,6.22,8,8,4.2,5.07
4113,9.34,31,1.42,5,4,7.74,5.41
4114,4.7,39,6.8,3,9,3.38,3.68
4115,9.44,19,6.43,4,8,6.63,3.87
4116,6.44,11,4.79,4,5,3.07,3.76
4117,6.64,37,4.81,6,8,4.71,3.87
4118,4.16,26,3.63,7,7,3.62,3.43
4119,6.32,17,4.08,4,7,3.78,4.94
4120,5.44,8,3.07,7,5,4.9,4.9
4121,6.09,4,4.06,9,6,5.04,6.15
4122,6.79,11,4.28,8,6,4.61,5.82
4123,8.44,7,7.76,7,7,4.86,4.29
4124,7.31,8,5.13,7,6,4.53,5.2
4125,7.46,14,3.58,5,5,5.29,4.38
4126,5.36,4,3.8,9,6,5.81,5.03
4127,5.68,33,2.57,7,6,6.02,5.19
4128,9.7,3,2.9,5,6,5.7,5.48
4129,5.9,13,5.82,6,6,4.51,4.83
4130,9.48,27,3.01,5,6,4.67,5.97
4131,6.64,13,2.76,6,8,4.66,4.04
4132,7.0,9,2.81,8,5,5.84,5.98
4133,8.61,13,2.54,6,7,5.25,7.06
4134,8.91,38,6.25,5,7,4.51,5.02
4135,6.83,93,4.29,8,6,6.87,5.2
4136,6.42,20,3.44,8,6,4.85,5.44
4137,6.92,32,4.06,5,6,5.58,5.63
4138,7.51,0,4.43,9,7,6.2,6.48
4139,8.34,42,2.51,8,6,4.83,6.84
4140,7.01,62,1.22,5,5,6.23,6.85
4141,7.93,17,6.68,8,6,5.52,7.11
4142,9.46,28,5.98,4,6,4.12,6.31
4143,7.57,14,4.76,5,7,4.33,4.66
4144,7.47,7,5.84,4,8,4.91,6.58
4145,4.72,38,7.83,4,7,3.67,3.12
4146,3.05,18,2.93,8,7,3.8,5.12
4147,7.58,17,1.76,6,6,5.46,4.98
4148,6.86,22,5.32,4,8,4.11,4.88
4149,6.23,39,1.07,5,8,3.88,5.22
4150,7.37,26,4.08,5,5,4.26,4.94
4151,6.91,5,3.4,6,8,4.82,3.15
4152,8.69,13,5.35,10,4,7.16,8.84
4153,7.13,79,3.04,6,4,5.81,7.38
4154,5.88,16,6.4,6,8,4.44,5.62
4155,8.49,56,2.51,9,4,6.5,6.08
4156,6.67,34,5.41,5,7,6.01,5.52
4157,7.79,22,2.67,8,6,5.94,6.05
4158,6.28,9,5.1,5,8,2.83,3.92
4159,6.03,7,1.97,5,6,3.79,3.91
4160,7.13,21,3.95,5,8,4.41,5.9
4161,7.02,11,6.64,6,5,5.68,5.36
4162,7.72,32,4.23,6,6,5.9,5.56
4163,6.6,29,6.37,7,8,4.41,5.37
4164,4.25,7,3.95,5,8,2.43,3.79
4165,6.35,24,2.99,6,6,4.83,5.9
4166,8.19,14,4.34,3,7,4.0,2.83
4167,6.55,8,5.24,7,7,4.7,4.73
4168,6.63,11,0.5,8,5,5.7,4.8
4169,8.48,45,5.04,6,7,5.82,5.95
